,level_0,station,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,week,dayofweek
1306,1306,1,2014-05-19,69,45,57,-3,40,50,8,0,428,1908,RA, 0.00,29.34,30.1,12.7,16,13.3,2014,5,21,0
1307,1307,1,2014-05-20,85,62,74,13,58,63,0,9,427,1909,TS TSRA RA BR,0.82,29.12,29.86,9.9,20,11.1,2014,5,21,1
1308,1308,1,2014-05-21,86,63,75,14,55,63,0,10,426,1910,RA BR HZ,0.01,29.16,29.86,4.4,31,7.5,2014,5,21,2
1309,1309,1,2014-05-22,70,53,62,1,47,54,3,0,425,1911, ,0.00,29.36,30.06,4.0,5,6.8,2014,5,21,3
1310,1310,1,2014-05-23,69,48,59,-2,43,51,6,0,425,1912, ,0.00,29.47,30.18,6.2,5,6.5,2014,5,21,4
1311,1311,1,2014-05-24,74,47,61,-1,42,52,4,0,424,1913, ,0.00,29.44,30.18,3.9,6,5.2,2014,5,21,5
1312,1312,1,2014-05-25,83,50,67,5,46,56,0,2,423,1914, ,0.00,29.35,30.08,2.3,15,5.0,2014,5,21,6
1313,1313,1,2014-05-26,87,61,74,12,59,65,0,9,422,1915, ,0.00,29.25,29.98,5.9,21,7.5,2014,5,22,0
1314,1314,1,2014-05-27,85,58,72,10,61,65,0,7,422,1916,RA BR,0.21,29.21,29.91,5.3,25,10.0,2014,5,22,1
1315,1315,1,2014-05-28,71,56,64,1,49,55,1,0,421,1916,RA BR,0.03,29.29,30.0,9.1,4,9.3,2014,5,22,2
1316,1316,1,2014-05-29,76,54,65,1,51,57,0,0,421,1917, ,0.00,29.38,30.09,8.4,5,9.0,2014,5,22,3
1317,1317,1,2014-05-30,79,53,66,2,49,57,0,1,420,1918, ,0.00,29.44,30.15,6.1,6,7.0,2014,5,22,4
1318,1318,1,2014-05-31,88,54,71,7,50,59,0,6,420,1919, ,0.00,29.39,30.12,5.8,12,8.0,2014,5,22,5
1319,1319,1,2014-06-01,90,63,77,13,59,66,0,12,419,1920, , 0.00,29.24,29.96,12.9,18,13.0,2014,6,22,6
1320,1320,1,2014-06-02,83,68,76,12,62,67,0,11,419,1920,RA,0.14,29.11,29.83,13.2,22,14.6,2014,6,23,0
1321,1321,1,2014-06-03,81,66,74,10,50,60,0,9,418,1921, ,0.00,29.18,29.89,7.2,28,9.8,2014,6,23,1
1322,1322,1,2014-06-04,70,55,63,-1,53,57,2,0,418,1922,RA BR,0.19,29.13,29.85,7.8,6,9.3,2014,6,23,2
1323,1323,1,2014-06-05,76,52,64,-1,42,53,1,0,417,1923, ,0.00,29.23,29.95,5.0,6,6.0,2014,6,23,3
1324,1324,1,2014-06-06,81,49,65,-1,40,54,0,0,417,1923, ,0.00,29.26,29.98,3.9,11,4.9,2014,6,23,4
1325,1325,1,2014-06-07,84,57,71,5,50,59,0,6,417,1924,RA,0.08,29.18,29.91,3.3,9,7.7,2014,6,23,5
1326,1326,1,2014-06-08,72,54,63,-3,44,53,2,0,417,1925,RA,0.23,29.28,29.98,13.9,2,14.1,2014,6,23,6
1327,1327,1,2014-06-09,78,55,67,1,48,55,0,2,416,1925, ,0.00,29.24,29.96,7.7,4,8.5,2014,6,24,0
1328,1328,1,2014-06-10,66,56,61,-6,51,55,4,0,416,1926,RA BR,1.26,29.12,29.87,10.0,3,10.3,2014,6,24,1
1329,1329,1,2014-06-11,67,57,62,-5,55,58,3,0,416,1926,RA DZ BR,0.52,29.0,29.71,6.4,34,7.4,2014,6,24,2
1330,1330,1,2014-06-12,79,58,69,1,56,62,0,4,416,1927,DZ BR, 0.00,29.08,29.78,8.6,27,10.0,2014,6,24,3
1331,1331,1,2014-06-13,75,55,65,-3,41,52,0,0,416,1927, ,0.00,29.26,29.96,6.4,31,9.8,2014,6,24,4
1332,1332,1,2014-06-14,79,52,66,-2,43,55,0,1,416,1928, ,0.00,29.31,30.03,7.8,17,8.3,2014,6,24,5
1333,1333,1,2014-06-15,84,60,72,4,55,63,0,7,416,1928, ,0.00,29.17,29.89,14.3,19,15.7,2014,6,24,6
1334,1334,1,2014-06-16,88,67,78,9,61,67,0,13,416,1929, ,0.00,29.24,29.97,7.4,21,8.7,2014,6,25,0
1335,1335,1,2014-06-17,91,77,84,15,64,70,0,19,416,1929,RA, 0.00,29.15,29.86,9.1,22,12.6,2014,6,25,1
1336,1336,1,2014-06-18,82,61,72,2,63,66,0,7,416,1929,TS TSRA BR HZ,0.65,29.24,29.93,2.0,23,10.2,2014,6,25,2
1337,1337,1,2014-06-19,79,59,69,-1,61,64,0,4,416,1930,TSRA FG+ BR HZ,0.32,29.33,30.04,6.0,7,8.2,2014,6,25,3
1338,1338,1,2014-06-20,85,63,74,4,63,67,0,9,416,1930,BR HZ,0.01,29.23,29.94,2.6,30,8.5,2014,6,25,4
1339,1339,1,2014-06-21,84,60,72,2,62,65,0,7,416,1930,RA BR,1.28,29.21,29.92,0.7,17,7.3,2014,6,25,5
1340,1340,1,2014-06-22,82,63,73,3,61,64,0,8,417,1931,FG+ BR HZ,0.00,29.16,29.88,4.4,7,4.9,2014,6,25,6
1341,1341,1,2014-06-23,81,66,74,4,65,68,0,9,417,1931,RA BR,0.05,29.11,29.83,2.9,22,5.5,2014,6,26,0
1342,1342,1,2014-06-24,87,70,79,8,65,69,0,14,417,1931,TSRA RA,0.41,29.15,29.85,0.8,36,4.7,2014,6,26,1
1343,1343,1,2014-06-25,80,59,70,-1,58,61,0,5,417,1931,FG+ FG BR HZ, 0.00,29.28,29.98,6.8,4,7.3,2014,6,26,2
1344,1344,1,2014-06-26,78,59,69,-2,57,61,0,4,418,1931,BR HZ,0.00,29.34,30.04,6.2,5,6.8,2014,6,26,3
1345,1345,1,2014-06-27,88,59,74,3,62,67,0,9,418,1931,FG BR HZ, 0.00,29.28,30.0,7.9,16,9.8,2014,6,26,4
1346,1346,1,2014-06-28,87,71,79,8,67,70,0,14,419,1931, ,0.00,29.23,29.96,11.8,18,12.1,2014,6,26,5
1347,1347,1,2014-06-29,85,69,77,6,67,71,0,12,419,1931,RA,0.07,29.2,29.9,12.3,21,12.9,2014,6,26,6
1348,1348,1,2014-06-30,87,67,77,5,67,70,0,12,419,1931,TS TSRA RA,2.60,29.05,29.77,6.3,20,12.6,2014,6,27,0
1349,1349,1,2014-07-01,80,67,74,2,60,65,0,9,420,1931,RA, 0.00,29.02,29.72,12.3,24,12.4,2014,7,27,1
1350,1350,1,2014-07-02,70,56,63,-9,53,57,2,0,420,1931,RA DZ BR HZ,0.12,29.23,29.92,5.3,30,9.6,2014,7,27,2
1351,1351,1,2014-07-03,76,56,66,-6,48,56,0,1,421,1931,RA,0.07,29.41,30.11,2.2,30,6.8,2014,7,27,3
1352,1352,1,2014-07-04,79,58,69,-3,48,57,0,4,422,1930,HZ,0.00,29.54,30.26,2.9,6,7.2,2014,7,27,4
1353,1353,1,2014-07-05,77,60,69,-3,54,60,0,4,422,1930,RA HZ, 0.00,29.41,30.16,8.0,21,8.3,2014,7,27,5
1354,1354,1,2014-07-06,87,63,75,3,63,68,0,10,423,1930, ,0.00,29.1,29.85,11.8,22,12.3,2014,7,27,6
1355,1355,1,2014-07-07,88,71,80,8,63,69,0,15,423,1930,TSRA,0.63,29.0,29.72,6.9,27,8.6,2014,7,28,0
1356,1356,1,2014-07-08,81,66,74,1,59,65,0,9,424,1929,TSRA,0.54,29.01,29.7,10.9,28,12.0,2014,7,28,1
1357,1357,1,2014-07-09,80,62,71,-2,54,61,0,6,425,1929, ,0.00,29.25,29.93,6.8,32,8.4,2014,7,28,2
1358,1358,1,2014-07-10,79,60,70,-3,53,60,0,5,425,1929, ,0.00,29.42,30.13,4.1,10,4.4,2014,7,28,3
1359,1359,1,2014-07-11,81,60,71,-2,54,61,0,6,426,1928,RA,0.01,29.42,30.14,5.1,18,5.4,2014,7,28,4
1360,1360,1,2014-07-12,80,70,75,2,66,69,0,10,427,1928,RA BR,0.47,29.23,29.97,9.1,20,10.5,2014,7,28,5
1361,1361,1,2014-07-13,85,68,77,4,61,67,0,12,428,1927, ,0.01,29.18,29.9,8.9,28,9.7,2014,7,28,6
1362,1362,1,2014-07-14,80,61,71,-2,54,61,0,6,428,1927, ,0.20,29.11,29.83,7.3,31,8.1,2014,7,29,0
1363,1363,1,2014-07-15,70,55,63,-11,50,56,2,0,429,1926,RA,0.05,29.21,29.91,10.0,30,10.5,2014,7,29,1
1364,1364,1,2014-07-16,72,55,64,-10,47,55,1,0,430,1925, ,0.00,29.29,30.0,3.3,2,7.4,2014,7,29,2
1365,1365,1,2014-07-17,78,54,66,-8,50,57,0,1,431,1925, ,0.00,29.37,30.08,3.0,12,5.5,2014,7,29,3
1366,1366,1,2014-07-18,79,59,69,-5,53,60,0,4,432,1924, ,0.00,29.39,30.12,5.7,14,6.9,2014,7,29,4
1367,1367,1,2014-07-19,80,57,69,-5,52,60,0,4,433,1923,HZ,0.00,29.33,30.05,4.2,11,4.6,2014,7,29,5
1368,1368,1,2014-07-20,82,60,71,-3,56,63,0,6,433,1923, ,0.00,29.31,30.03,4.0,22,4.5,2014,7,29,6
1369,1369,1,2014-07-21,86,63,75,1,61,66,0,10,434,1922, ,0.00,29.34,30.05,6.9,20,7.2,2014,7,30,0
1370,1370,1,2014-07-22,90,69,80,6,67,71,0,15,435,1921,TS,0.01,29.27,29.97,8.3,22,11.9,2014,7,30,1
1371,1371,1,2014-07-23,75,59,67,-7,51,58,0,2,436,1920, ,0.00,29.41,30.12,15.7,2,16.1,2014,7,30,2
1372,1372,1,2014-07-24,75,57,66,-8,47,56,0,1,437,1919, ,0.00,29.39,30.11,6.2,5,8.8,2014,7,30,3
1373,1373,1,2014-07-25,75,55,65,-9,54,60,0,0,438,1918, , 0.00,29.24,29.98,8.4,21,9.1,2014,7,30,4
1374,1374,1,2014-07-26,84,68,76,2,63,67,0,11,439,1918, ,0.00,29.1,29.83,3.9,24,5.5,2014,7,30,5
1375,1375,1,2014-07-27,87,65,76,2,59,66,0,11,440,1917,RA BR HZ,0.02,29.08,29.77,12.2,30,15.0,2014,7,30,6
1376,1376,1,2014-07-28,73,59,66,-8,48,56,0,1,441,1916, ,0.00,29.33,30.03,9.2,36,11.1,2014,7,31,0
1377,1377,1,2014-07-29,81,58,70,-4,53,60,0,5,442,1915, ,0.01,29.28,30.0,8.4,30,9.6,2014,7,31,1
1378,1378,1,2014-07-30,79,59,69,-5,54,60,0,4,443,1914, ,0.00,29.29,30.01,2.2,33,7.0,2014,7,31,2
1379,1379,1,2014-07-31,84,59,72,-2,55,62,0,7,444,1913, ,0.00,29.3,30.01,8.0,26,8.4,2014,7,31,3
1380,1380,1,2014-08-01,85,62,74,1,56,63,0,9,445,1911, ,0.15,29.34,30.06,2.4,22,6.9,2014,8,31,4
1381,1381,1,2014-08-02,86,59,73,0,53,61,0,8,446,1910, ,0.00,29.4,30.11,1.6,4,4.2,2014,8,31,5
1382,1382,1,2014-08-03,87,62,75,2,58,65,0,10,447,1909, ,0.00,29.38,30.09,4.5,26,6.9,2014,8,31,6
1383,1383,1,2014-08-04,87,67,77,4,60,65,0,12,448,1908,TSRA RA BR,2.76,29.34,30.06,0.4,33,7.5,2014,8,32,0
1384,1384,1,2014-08-05,80,64,72,-1,62,65,0,7,449,1907,BR HZ, 0.00,29.31,30.03,4.8,3,6.3,2014,8,32,1
1385,1385,1,2014-08-06,80,62,71,-2,54,61,0,6,450,1906, ,0.00,29.34,30.05,5.1,3,6.3,2014,8,32,2
1386,1386,1,2014-08-07,81,61,71,-2,56,63,0,6,451,1904, ,0.00,29.34,30.06,8.3,8,9.0,2014,8,32,3
1387,1387,1,2014-08-08,82,66,74,1,57,64,0,9,452,1903, ,0.00,29.34,30.05,10.1,7,10.7,2014,8,32,4
1388,1388,1,2014-08-09,80,66,73,0,57,63,0,8,453,1902, ,0.00,29.34,30.07,8.6,6,9.1,2014,8,32,5
1389,1389,1,2014-08-10,81,69,75,2,59,65,0,10,454,1900, ,0.00,29.28,30.0,7.7,4,8.6,2014,8,32,6
1390,1390,1,2014-08-11,82,67,75,2,63,67,0,10,455,1859,TSRA RA BR,0.85,29.11,29.84,4.4,32,6.8,2014,8,33,0
1391,1391,1,2014-08-12,70,61,66,-7,55,59,0,1,456,1858,RA,0.07,29.17,29.87,11.2,32,12.0,2014,8,33,1
1392,1392,1,2014-08-13,82,57,70,-3,55,61,0,5,457,1856, ,0.00,29.29,29.99,4.6,31,9.3,2014,8,33,2
1393,1393,1,2014-08-14,72,57,65,-7,48,56,0,0,458,1855, ,0.00,29.35,30.07,7.0,5,7.7,2014,8,33,3
1394,1394,1,2014-08-15,78,52,65,-7,50,58,0,0,459,1854, ,0.00,29.28,30.02,5.2,24,6.0,2014,8,33,4
1395,1395,1,2014-08-16,82,62,72,0,61,65,0,7,500,1852, ,0.00,29.2,29.91,7.9,24,8.3,2014,8,33,5
1396,1396,1,2014-08-17,71,64,68,-4,61,63,0,3,501,1851,DZ BR HZ, 0.00,29.23,29.96,7.9,3,8.5,2014,8,33,6
1397,1397,1,2014-08-18,83,65,74,2,62,66,0,9,502,1849,BR HZ,0.00,29.12,29.85,2.8,22,4.9,2014,8,34,0
1398,1398,1,2014-08-19,86,69,78,7,65,69,0,13,503,1848,RA,0.09,29.02,29.72,9.2,24,10.7,2014,8,34,1
1399,1399,1,2014-08-20,86,66,76,5,63,68,0,11,504,1846, ,0.00,29.17,29.86,7.4,25,7.9,2014,8,34,2
1400,1400,1,2014-08-21,79,70,75,4,68,70,0,10,505,1845,TSRA RA BR,0.98,29.21,29.92,2.8,18,5.0,2014,8,34,3
1401,1401,1,2014-08-22,86,72,79,8,70,73,0,14,506,1843,TSRA RA BR,1.58,29.21,29.92,3.4,23,5.1,2014,8,34,4
1402,1402,1,2014-08-23,86,68,77,6,69,71,0,12,508,1842,TS RA BR HZ,0.34,29.25,29.96,2.6,7,5.0,2014,8,34,5
1403,1403,1,2014-08-24,88,70,79,8,69,72,0,14,509,1840, ,0.00,29.26,29.97,6.6,12,7.4,2014,8,34,6
1404,1404,1,2014-08-25,88,71,80,10,68,71,0,15,510,1839,TSRA BR,0.01,29.28,29.99,3.0,18,6.7,2014,8,35,0
1405,1405,1,2014-08-26,85,71,78,8,65,69,0,13,511,1837, ,0.12,29.34,30.06,1.8,36,6.1,2014,8,35,1
1406,1406,1,2014-08-27,82,67,75,5,60,65,0,10,512,1835, ,0.00,29.4,30.11,5.9,5,6.9,2014,8,35,2
1407,1407,1,2014-08-28,77,67,72,2,57,63,0,7,513,1834,RA, 0.00,29.35,30.08,7.6,8,8.6,2014,8,35,3
1408,1408,1,2014-08-29,86,71,79,9,67,70,0,14,514,1832, ,0.08,29.19,29.92,10.7,17,11.1,2014,8,35,4
1409,1409,1,2014-08-30,83,70,77,7,65,69,0,12,515,1831, ,0.27,29.15,29.85,10.7,23,11.7,2014,8,35,5
1410,1410,1,2014-08-31,85,68,77,8,65,69,0,12,516,1829,BR HZ,0.00,29.18,29.89,5.7,21,6.6,2014,8,35,6
1411,1411,1,2014-09-01,83,70,77,9,65,69,0,12,517,1827,RA,0.36,29.07,29.77,10.7,22,11.5,2014,9,36,0
1412,1412,1,2014-09-02,82,67,75,7,60,65,0,10,518,1826,RA,0.01,29.18,29.88,5.4,28,5.9,2014,9,36,1
1413,1413,1,2014-09-03,83,61,72,4,59,65,0,7,519,1824, ,0.00,29.26,29.97,5.3,20,6.7,2014,9,36,2
1414,1414,1,2014-09-04,85,71,78,10,66,70,0,13,520,1822,RA,0.26,29.21,29.93,11.4,20,12.6,2014,9,36,3
1415,1415,1,2014-09-05,88,64,76,9,65,69,0,11,521,1821,TS RA,0.50,29.27,29.96,7.8,27,11.0,2014,9,36,4
1416,1416,1,2014-09-06,75,60,68,1,51,58,0,3,522,1819, ,0.00,29.42,30.13,7.1,33,8.4,2014,9,36,5
1417,1417,1,2014-09-07,80,54,67,0,49,57,0,2,523,1817, ,0.00,29.44,30.16,1.0,12,4.3,2014,9,36,6
1418,1418,1,2014-09-08,77,55,66,0,52,59,0,1,524,1815, ,0.00,29.33,30.07,6.0,17,6.2,2014,9,37,0
1419,1419,1,2014-09-09,79,63,71,5,59,64,0,6,525,1814,RA,0.01,29.18,29.93,7.2,18,7.6,2014,9,37,1
1420,1420,1,2014-09-10,80,56,68,2,61,64,0,3,526,1812,RA BR,1.31,28.97,29.67,7.3,25,15.8,2014,9,37,2
1421,1421,1,2014-09-11,56,50,53,-12,42,47,12,0,527,1810, ,0.00,29.46,30.15,9.8,35,10.3,2014,9,37,3
1422,1422,1,2014-09-12,55,44,50,-15,43,46,15,0,528,1809,RA BR,0.13,29.55,30.27,11.7,35,12.5,2014,9,37,4
1423,1423,1,2014-09-13,59,41,50,-15,40,44,15,0,529,1807, ,0.00,29.59,30.33,3.2,33,7.7,2014,9,37,5
1424,1424,1,2014-09-14,65,42,54,-10,43,49,11,0,530,1805, ,0.00,29.49,30.25,4.5,22,4.8,2014,9,37,6
1425,1425,1,2014-09-15,62,51,57,-7,48,52,8,0,531,1803,RA, 0.00,29.41,30.14,2.2,30,4.9,2014,9,38,0
1426,1426,1,2014-09-16,68,44,56,-8,43,50,9,0,532,1800, ,0.00,29.41,30.15,3.0,30,4.4,2014,9,38,1
1427,1427,1,2014-09-17,70,48,59,-5,45,52,6,0,533,1758, ,0.00,29.29,30.02,0.4,17,2.8,2014,9,38,2
1428,1428,1,2014-09-18,70,53,62,-2,52,56,3,0,535,1756,BCFG BR,0.00,29.4,30.12,5.5,4,6.3,2014,9,38,3
1429,1429,1,2014-09-19,78,53,66,3,48,56,0,1,536,1755,BR,0.00,29.31,30.06,10.7,18,11.5,2014,9,38,4
1430,1430,1,2014-09-20,77,63,70,8,61,64,0,5,537,1753,RA,0.12,29.1,29.83,9.8,23,10.1,2014,9,38,5
1431,1431,1,2014-09-21,69,51,60,-2,50,55,5,0,538,1751,RA, 0.00,29.26,29.94,10.5,31,12.7,2014,9,38,6
1432,1432,1,2014-09-22,67,46,57,-5,43,49,8,0,539,1749, ,0.00,29.52,30.22,1.7,31,5.5,2014,9,39,0
1433,1433,1,2014-09-23,74,51,63,2,46,53,2,0,540,1748, ,0.00,29.57,30.3,1.9,20,4.3,2014,9,39,1
1434,1434,1,2014-09-24,77,54,66,5,49,56,0,1,541,1746, ,0.00,29.57,30.3,4.3,13,5.6,2014,9,39,2
1435,1435,1,2014-09-25,74,56,65,4,52,58,0,0,542,1744, ,0.00,29.52,30.25,0.6,11,1.9,2014,9,39,3
1436,1436,1,2014-09-26,79,51,65,5,53,58,0,0,543,1742,BR,0.00,29.51,30.23,3.7,6,4.5,2014,9,39,4
1437,1437,1,2014-09-27,79,54,67,7,54,59,0,2,544,1741, ,0.00,29.47,30.21,3.1,7,3.8,2014,9,39,5
1438,1438,1,2014-09-28,78,53,66,7,55,59,0,1,545,1739,BR HZ,0.00,29.38,30.12,2.3,6,3.2,2014,9,39,6
1439,1439,1,2014-09-29,83,53,68,9,54,58,0,3,546,1737,RA BR,0.01,29.28,30.0,5.0,36,9.0,2014,9,40,0
1440,1440,1,2014-09-30,58,47,53,-6,47,50,12,0,547,1735,DZ BR, 0.00,29.29,30.03,8.8,2,9.7,2014,9,40,1
1441,1441,1,2014-10-01,70,49,60,2,50,55,5,0,548,1734, ,0.00,29.22,29.95,10.3,13,10.4,2014,10,40,2
1442,1442,1,2014-10-02,72,63,68,10,61,63,0,3,549,1732,TSRA RA BR,0.32,29.03,29.78,7.2,17,7.9,2014,10,40,3
1443,1443,1,2014-10-03,65,43,54,-3,45,49,11,0,550,1730,RA,0.68,28.95,29.67,15.1,28,16.4,2014,10,40,4
1444,1444,1,2014-10-04,47,35,41,-16,34,39,24,0,552,1729,RA DZ BR,0.06,29.0,29.72,13.5,26,13.8,2014,10,40,5
1445,1445,1,2014-10-05,55,37,46,-11,35,42,19,0,553,1727,RA,0.01,28.95,29.68,8.5,23,9.0,2014,10,40,6
1446,1446,1,2014-10-06,61,42,52,-4,38,45,13,0,554,1725, ,0.01,28.89,29.61,7.9,25,8.8,2014,10,41,0
1447,1447,1,2014-10-07,66,48,57,1,43,50,8,0,555,1724, , 0.00,29.0,29.69,9.8,25,11.5,2014,10,41,1
1448,1448,1,2014-10-08,65,44,55,-1,35,46,10,0,556,1722, ,0.00,29.27,29.97,11.0,27,11.3,2014,10,41,2
1449,1449,1,2014-10-09,62,43,53,-2,34,44,12,0,557,1720, ,0.00,29.38,30.09,3.4,36,5.8,2014,10,41,3
1450,1450,1,2014-10-10,58,39,49,-6,39,44,16,0,558,1719, ,0.00,29.43,30.16,7.7,2,8.2,2014,10,41,4
1451,1451,1,2014-10-11,59,36,48,-6,34,42,17,0,559,1717, ,0.00,29.47,30.2,2.8,8,4.5,2014,10,41,5
1452,1452,1,2014-10-12,63,38,51,-3,42,47,14,0,600,1715,RA DZ BR,0.01,29.24,30.0,7.9,14,9.1,2014,10,41,6
1453,1453,1,2014-10-13,67,56,62,9,58,60,3,0,602,1714,RA DZ BR,0.64,28.97,29.73,7.7,14,9.1,2014,10,42,0
1454,1454,1,2014-10-14,65,52,59,6,57,58,6,0,603,1712,RA DZ BR,0.65,28.83,29.55,3.5,10,10.2,2014,10,42,1
1455,1455,1,2014-10-15,55,50,53,0,51,51,12,0,604,1711,RA DZ BR,0.05,29.05,29.75,9.5,35,9.9,2014,10,42,2
1456,1456,1,2014-10-16,56,50,53,1,49,51,12,0,605,1709,DZ BR, 0.00,29.02,29.77,4.1,24,7.4,2014,10,42,3
1457,1457,1,2014-10-17,62,48,55,3,46,50,10,0,606,1707, , 0.00,28.99,29.69,11.1,29,13.2,2014,10,42,4
1458,1458,1,2014-10-18,50,36,43,-8,38,42,22,0,607,1706,RA DZ,0.01,29.39,30.08,8.2,34,9.2,2014,10,42,5
1459,1459,1,2014-10-19,54,33,44,-7,38,43,21,0,608,1704, ,0.00,29.31,30.07,7.8,21,8.2,2014,10,42,6
1460,1460,1,2014-10-20,65,46,56,6,44,49,9,0,610,1703, ,0.01,29.17,29.9,4.7,32,9.3,2014,10,43,0
1461,1461,1,2014-10-21,53,45,49,-1,39,44,16,0,611,1701, ,0.00,29.46,30.16,10.8,1,11.4,2014,10,43,1
1462,1462,1,2014-10-22,56,35,46,-4,38,43,19,0,612,1700, ,0.00,29.56,30.3,2.9,8,4.8,2014,10,43,2
1463,1463,1,2014-10-23,59,36,48,-1,40,45,17,0,613,1658,BR,0.00,29.39,30.15,7.5,19,7.8,2014,10,43,3
1464,1464,1,2014-10-24,67,52,60,11,46,52,5,0,614,1657, ,0.00,29.25,30.0,4.4,22,5.8,2014,10,43,4
1465,1465,1,2014-10-25,72,49,61,13,40,51,4,0,616,1656,BR,0.00,29.21,29.93,10.4,29,10.9,2014,10,43,5
1466,1466,1,2014-10-26,64,42,53,5,32,44,12,0,617,1654, ,0.00,29.21,29.95,0.9,5,5.8,2014,10,43,6
1467,1467,1,2014-10-27,77,51,64,16,51,58,1,0,618,1653, ,0.00,28.92,29.66,12.0,19,12.9,2014,10,44,0
1468,1468,1,2014-10-28,68,45,57,10,38,47,8,0,619,1651, , 0.00,29.15,29.85,14.8,26,15.6,2014,10,44,1
1469,1469,1,2014-10-29,49,36,43,-4,32,40,22,0,620,1650, ,0.00,29.36,30.06,9.5,29,9.9,2014,10,44,2
1470,1470,1,2014-10-30,51,32,42,-4,34,40,23,0,622,1649, ,0.00,29.34,30.09,5.1,24,5.5,2014,10,44,3
1471,1471,1,2014-10-31,47,33,40,-6,25,33,25,0,623,1647,RA SN,0.03,29.49,30.2,22.6,34,22.9,2014,10,44,4
1472,1472,2,2007-05-01,84,52,68,15,51,57,0,3,448,1849, ,0.00,29.18,29.82,2.7,25,9.6,2007,5,18,1
1473,1473,2,2007-05-02,60,43,52,-2,42,47,13,0,447,1850,BR HZ,0.00,29.44,30.08,13.3,2,13.4,2007,5,18,2
1474,1474,2,2007-05-03,67,48,58,4,40,50,7,0,446,1851,HZ,0.00,29.46,30.12,12.9,6,13.2,2007,5,18,3
1475,1475,2,2007-05-04,78,51,64,10,42,50,1,0,444,1852, ,0.00,29.36,30.04,10.1,7,10.4,2007,5,18,4
1476,1476,2,2007-05-05,66,54,60,5,39,50,5,0,443,1853, , 0.00,29.46,30.09,11.2,7,11.5,2007,5,18,5
1477,1477,2,2007-05-06,68,52,60,5,30,46,5,0,442,1855, ,0.00,29.62,30.28,13.8,10,14.5,2007,5,18,6
1478,1478,2,2007-05-07,84,50,67,12,39,53,0,2,441,1856, ,0.00,29.44,30.12,8.5,17,9.9,2007,5,19,0
1479,1479,2,2007-05-08,80,60,70,14,57,63,0,5,439,1857,HZ, 0.00,29.36,30.02,2.5,8,5.4,2007,5,19,1
1480,1480,2,2007-05-09,76,63,70,14,60,63,0,5,438,1858,BR HZ,0.02,29.28,29.93,3.9,7,5.9,2007,5,19,2
1481,1481,2,2007-05-10,83,59,71,15,52,61,0,6,437,1859,BR HZ,0.00,29.26,29.91,2.0,9,3.9,2007,5,19,3
1482,1482,2,2007-05-11,73,49,61,4,44,51,4,0,436,1900, ,0.00,29.39,30.03,11.7,36,12.8,2007,5,19,4
1483,1483,2,2007-05-12,65,47,56,-1,37,46,9,0,435,1901, ,0.00,29.54,30.19,12.7,1,13.0,2007,5,19,5
1484,1484,2,2007-05-13,69,44,57,-1,32,46,8,0,434,1902, ,0.00,29.55,30.24,6.4,11,7.6,2007,5,19,6
1485,1485,2,2007-05-14,90,54,72,14,45,58,0,7,433,1903, ,0.00,29.31,29.98,14.1,21,14.6,2007,5,20,0
1486,1486,2,2007-05-15,82,56,69,11,56,61,0,4,432,1904,TSRA RA BR,0.60,29.19,29.83,8.1,25,10.8,2007,5,20,1
1487,1487,2,2007-05-16,64,45,55,-4,42,47,10,0,431,1905,RA BR,0.07,29.39,30.03,8.0,36,11.8,2007,5,20,2
1488,1488,2,2007-05-17,61,44,53,-6,32,43,12,0,430,1906, ,0.00,29.62,30.27,11.7,1,12.2,2007,5,20,3
1489,1489,2,2007-05-18,70,43,57,-3,31,47,8,0,429,1907, ,0.00,29.6,30.26,3.4,22,5.5,2007,5,20,4
1490,1490,2,2007-05-19,80,56,68,8,37,53,0,3,428,1908, ,0.00,29.41,30.08,11.1,23,11.4,2007,5,20,5
1491,1491,2,2007-05-20,69,44,57,-4,41,45,8,0,427,1909,TSRA RA,0.11,29.44,30.11,8.6,3,9.7,2007,5,20,6
1492,1492,2,2007-05-21,79,46,63,2,50,57,2,0,426,1910, ,0.00,29.39,30.05,6.3,10,7.8,2007,5,21,0
1493,1493,2,2007-05-22,87,60,74,13,44,58,0,9,425,1911, ,0.00,29.41,30.05,10.1,16,10.6,2007,5,21,1
1494,1494,2,2007-05-23,89,66,78,17,48,61,0,13,425,1912, ,0.00,29.47,30.1,10.9,18,11.2,2007,5,21,2
1495,1495,2,2007-05-24,88,66,77,15,53,63,0,12,424,1913,RA HZ, 0.00,29.47,30.1,13.8,20,15.2,2007,5,21,3
1496,1496,2,2007-05-25,66,57,62,0,46,53,3,0,423,1914,RA BR,0.09,29.57,30.23,4.5,5,8.2,2007,5,21,4
1497,1497,2,2007-05-26,70,50,60,-2,55,57,5,0,422,1915,TSRA RA BR,0.28,29.42,30.1,2.5,15,7.8,2007,5,21,5
1498,1498,2,2007-05-27,75,59,67,5,49,57,0,2,422,1916,RA BR,0.08,29.41,30.05,8.2,24,9.2,2007,5,21,6
1499,1499,2,2007-05-28,76,54,65,2,49,57,0,0,421,1916, ,0.00,29.49,30.14,4.7,8,5.2,2007,5,22,0
